tag,Yuzuki Choco,Shiranui Flare,Amane Kanata,Himemori Luna,Robocosan,Takanashi Kiara,Regis Altare,Nekomata Okayu,Ninomae Ina'nis,La+ Darknesss,Nakiri Ayame,Hakos Baelz,Hanasaki Miyabi,Moona Hoshinova,Omaru Polka,Usada Pekora,Yatogami Fuma,Kaela Kovalskia,Mori Calliope,Tokoyami Towa,Hakui Koyori,Axel Syrios,Yukihana Lamy,Shirakami Fubuki,Oozora Subaru,Kazama Iroha,Airani Iofifteen,Tsunomaki Watame,Kureiji Ollie,Ouro Kronii,Aragami Oga,Kanade Izuru,Pavolia Reine,Utsugi Uyu,Kobo Kanaeru,IRyS,Inugami Korone,Yukoku Roberu,Houshou Marine,Arurandeisu,Aki Rosenthal,Astel Leda,Hoshimachi Suisei,Momosuzu Nene,Vestia Zeta,Anya Melfissa,Sakura Miko,Takane Lui,Shishiro Botan,Ookami Mio,Ayunda Risu,Rikka,Shirogane Noel,Minase Rio,Kishido Temma,Kageyama Shien,Natsuiro Matsuri,Tokino Sora,AZKi
japan only,0.0,0.0,0.0,3.5735335264994874e-12,0.0,3.888656958006656e-19,0.0,1.0351362046132946e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.238716454954246e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.571141747577463e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1156508441223727e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7181794533537013e-08,0.0
japanese culture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.903274506001257e-12,0.0,5.578993664162932e-11,0.0,1.5404492953175117e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3598671111711307e-10,1.7704082901749318e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9534771021643828e-13,0.0,0.0,0.0,0.0,0.0
japanese folklore,0.0,0.0,0.0,0.0,5.892955132151251e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.121839568667347e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.903274506001257e-12,0.0,7.089916792112751e-11,0.0,1.5404492953175117e-09,0.0,0.0,0.0,0.0,2.9820114599674577e-13,0.0,0.0,5.2474860927997293e-14,0.0,0.0,0.0,3.3598671111711307e-10,1.7704082901749318e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9534771021643828e-13,0.0,0.0,0.0,0.0,0.0
japanese games based on western ips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8087913241123424e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
japanese mythology,0.0,0.0,0.0,0.0,5.892955132151251e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.121839568667347e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5109231279498192e-11,0.0,0.0,0.0,0.0,0.0,0.0,2.9820114599674577e-13,0.0,0.0,5.2474860927997293e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
job simulator,0.0,0.0,0.0,0.0,0.0,7.184116454219224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149206545800089e-25,0.0,0.0,4.41216109291735e-24,0.0,0.0,0.0,0.0,0.0,6.358027341858277e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0149698968863852e-23,0.0,0.0,0.0,3.140027506031616e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1599073690864357e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
journalist,0.0,0.0,0.0,8.97352696331016e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.675346193616529e-16,4.863602994703229e-23,0.0,0.0,4.0974357238783975e-12,0.0,1.952291879262122e-14,0.0,0.0,0.0,0.0,0.0,4.1923390874336374e-17,0.0,0.0,0.0,0.0,0.0,1.1761823074693877e-22,0.0,0.0,0.0,0.0,1.1752708437564952e-22,0.0,2.3083723148595274e-13,0.0,0.0,1.972898617350505e-17,1.7064906236277367e-18,0.0,0.0,0.0,0.0,0.0,0.0,2.475882650958436e-18,0.0,0.0,1.6290549167742903e-22,0.0,0.0
joycon2 mouse controlled,0.0,0.0,0.0,0.0,5.892955132151251e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.121839568667347e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5109231279498192e-11,0.0,0.0,0.0,0.0,0.0,0.0,2.9820114599674577e-13,0.0,0.0,5.2474860927997293e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrpg,0.0,8.691075433974656e-26,0.0,0.0,0.0,2.0557927994580734e-16,0.0,0.0,1.7138581647658364e-15,0.0,7.08526176857335e-24,0.0,3.500295562645307e-24,0.0,8.944929558518697e-10,3.643212916060745e-18,0.0,0.0,0.0,0.0,6.23871645495426e-08,5.548493826609209e-13,1.0035667479180632e-09,4.7599701314748496e-18,6.615259787544492e-18,0.0,0.0,7.571270554439296e-20,0.0,0.03628706821625226,1.0155106133472475e-08,0.00013089083171428847,0.0,0.0,0.0,0.0,8.798270100048829e-07,1.4895770308514448e-16,0.004236374301955584,2.224016687056724e-25,0.0,0.0,0.0,0.0,4.7964988350365575e-14,8.309092925569991e-12,0.0,2.3114453923102964e-25,4.572523936237822e-24,0.0,0.0,0.0,0.0,1.6855762897599665e-24,6.979848295095755e-17,0.0,0.0,1.7181794533537013e-08,0.0
jump scare moment,0.0,0.0,0.0,8.97352696331016e-06,0.0,3.5186023215103063e-19,8.305996598198822e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.675346193616529e-16,4.863602994703229e-23,3.2548509138054072e-25,0.0,4.0974357238783975e-12,0.0,1.952291879262122e-14,0.0,0.0,0.0,0.0,0.0,4.192341098704175e-17,0.0,0.0,0.0,3.526481954992009e-21,0.0,1.688362018751429e-20,4.564647882727229e-06,0.0,0.0,0.0,1.1752708437564952e-22,0.0,2.3083723148595274e-13,0.0,0.0,1.9728986505578034e-17,1.7064906236277367e-18,6.148233950068032e-25,1.8638615338488894e-25,0.0,0.0,0.0,0.0,2.475882650958436e-18,0.0,2.6805144671673198e-22,1.6290549167742903e-22,0.0,0.0
jumping,0.0,0.003636846937179207,0.00133020751716638,0.0,0.0005252421849818711,7.980139817105746e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5741739279801653e-05,0.0,0.004531217167287224,4.1528728812906906e-06,0.01896393884617849,0.0009532973816510838,4.41216109291735e-24,9.309447134854938e-06,3.8961107754943906e-05,1.201143653741395e-05,8.249518249870633e-05,0.0028821705669139514,5.007524934395018e-07,0.0,0.0,0.0005065395857015417,0.006545903976459865,3.981124255997073e-05,0.0,0.0,3.6886006903215666e-06,0.0,0.0,6.477452367664969e-05,0.0,3.943133828291933e-05,0.00012168832526415416,0.0004363186877028054,3.981824238190336e-05,0.0,0.0,0.00011194841567874076,0.0,0.0004463341192110262,1.054846579662658e-06,0.0,5.4126272237424915e-05,3.934010376960743e-06,4.329995785665635e-06,1.4540986793936905e-06,0.0015284208072557652,3.857112170861278e-05,0.0,0.0,0.00029373736015863634,0.0,1.996303083841707e-05
jumping puzzle,0.0,0.0,0.0,8.97352696331016e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001129846800694971,0.0,0.0,0.0,8.675346193616529e-16,5.210930320658191e-11,0.0,0.0,4.0974357238783975e-12,0.0,1.952291879262122e-14,0.0,0.0,0.0,0.0,0.0,4.1923390874336374e-17,0.0,0.0,0.0,0.0,0.0,1.1761823074693877e-22,0.0,0.0,0.0,0.0,1.1752708437564952e-22,0.0,2.3083723148595274e-13,0.0,0.0,1.972898617350505e-17,1.7064906236277367e-18,0.0,0.0,0.0,0.0,0.0,0.0,2.475882650958436e-18,0.0,0.0,1.6290549167742903e-22,0.0,0.0
kagura,0.0,0.0,0.0,0.0,5.892955132151251e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.121839568667347e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5109231279498192e-11,0.0,0.0,0.0,0.0,0.0,0.0,2.9820114599674577e-13,0.0,0.0,5.2474860927997293e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard and mouse support for consoles,0.0,5.442296029172767e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1629448579211536e-24,0.0,0.0,0.0,0.0,0.0,0.0,6.2611546261247795e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9655293203295592e-19,0.0,0.0,6.233829386450735e-22,0.0,1.4022802412498e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9655293203295592e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard only option,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003445591224552996,0.0,0.008389169394313029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007964769516471763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007354812867006118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kids,1.8731582585853735e-14,0.002292341847661404,0.012364547163020783,0.01898848791151761,5.153110806062078e-05,0.01184505209268639,0.023867530856950293,0.026809459599157003,0.0002702458168518543,0.025420442732476782,0.0004080891932620476,0.014516863135058048,0.00017300824553305246,0.001130063153264775,0.017410674412958307,0.02387897749778221,3.9849209829218345e-10,9.946816369798764e-05,1.015581052479359e-06,0.006726384576023985,0.026144213307594904,1.43799583979451e-05,0.024501900305963137,0.006186409538194745,0.02711048749439842,0.027311578870737808,0.03116747475802921,0.024793029493326176,0.01713846199697255,2.219782376635498e-06,0.038359714321897075,0.003060769494714895,1.3093348804232907e-08,0.013215690863422712,0.01403519328857293,0.001878582291932474,1.7884368647946415e-05,1.377089717879875e-08,9.708891519378135e-08,5.056895517236789e-06,0.0020434852920464654,1.1872442582694266e-06,0.02084951912537492,0.02773255851190191,8.232018009711433e-09,0.01831747097129885,0.01671429261054515,0.023539066326276895,0.012559238675118,0.0006892997262361919,0.0149201724274243,5.742759230453372e-12,3.301601567327069e-05,0.025380203753973648,1.3816196866761345e-09,0.010899914130781474,0.0001567622904452367,0.01988093542951305,0.021897921951356685
kill quest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.238716454954246e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.798270100048829e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7181794533537013e-08,0.0
killcam,0.0,0.0,0.0,1.5026109866498463e-11,0.0,0.0,3.631296620349243e-11,0.0,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,0.0,2.1229904544648745e-09,0.0,4.508338085899226e-13,2.4250894146813625e-10,0.0,2.133526515740085e-11,0.0,1.4079653667256999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8860732672115e-15,1.961224483386312e-11,0.0,0.0,0.0,3.698917679661864e-11,0.0,7.646543145773129e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.344641634405292e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2712524710099786e-09,0.0,3.6095126443083393e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8165222777573964e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013405164662165892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.816650397974153e-17,0.0
king of the hill,0.0,0.0,0.0,0.0,0.0,5.69716220472034e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1304198331030338e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife,0.0,0.0,0.0,0.0,0.0,7.184117023957707e-05,0.0,0.0,0.0,0.0,1.7247802449646192e-19,0.0,0.0,0.0,0.0,4.149206545800089e-25,0.0,1.4600356072856296e-19,4.41216109291735e-24,0.0,0.0,7.935270107252487e-16,0.0,0.0,6.358027341858277e-22,0.0,1.4759754707515817e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0149698968863852e-23,0.0,0.0,0.0,3.140027506031616e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1599073690864357e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knights,0.0,0.007481758677183936,0.005346324025018821,0.0024527318210023344,6.144043506971419e-23,0.0015713808158378819,1.92133236075897e-14,0.0,0.0028813332096813706,0.0,0.0,3.1914839913421275e-12,5.36782843579375e-06,0.0,0.0,1.6071974644905392e-06,0.0,0.0,0.008481948375276445,0.0,1.1086726937097377e-12,4.0180644722713426e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.598202992199271e-06,0.0,0.0,0.0,0.0,0.0,1.0598260239845297e-05,0.010141011885808281,0.0,0.0,0.009487999722416953,0.008471923921356398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58979553586873e-06,0.0,0.0,0.010246589929823299,0.010672461014907651,0.0,0.0005758735739710666,0.0,0.0,0.0,0.0
kojima,0.0,0.0,0.0,3.5735335264994874e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.003302806404185e-07,0.0,0.0,3.9800564851854035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37525109333238e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.716946859957976e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark button,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.691120558566345e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
launch titles,0.0,2.3085619304367628e-09,5.913865298057751e-10,4.975964194100624e-10,1.1744877875964644e-09,4.0200997646296396e-19,0.0,3.478978010142309e-10,0.0,7.647348343800111e-24,0.0,3.416453777014982e-19,0.0,7.672117147041437e-09,5.8163528556323925e-24,1.7059822306112474e-10,0.0,0.0,2.2537577214147466e-19,0.0,1.9940658254640044e-08,0.0,0.0011106948646819295,5.663019480103702e-10,2.9691345239580485e-24,9.742618296327971e-24,2.67494429565162e-09,4.704375115900329e-10,0.0,4.257859759329008e-23,0.05036469427021043,0.0,0.0,0.0,0.0,3.091534754469848e-09,1.9392241256491963e-23,0.0,1.3588425224429905e-08,0.0,1.7340622478433322e-23,0.0,3.052197755228188e-05,1.7863040600487162e-09,6.094419288689528e-09,2.0263537662781103e-08,5.834191561153405e-10,2.1650662723890097e-09,7.270856039331478e-10,3.5873531150548255e-09,0.0,0.0,0.0013067199705775027,0.0,0.0,0.0,3.47667930478751e-23,0.007250366238892042,1.6176997798086563e-09
lava,0.0,0.003636846937179207,0.00133020751716638,0.0,0.0005252421849818711,7.960227931703019e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.5741739279801653e-05,0.0,0.004531217167287224,4.1528728812906906e-06,0.01896393884617849,0.0009532973816510838,0.0,9.309447134854938e-06,3.8961107754943906e-05,1.201143653741395e-05,8.249518249870633e-05,0.0028821705669139514,5.007524934395011e-07,0.0,0.0,0.0005065395857014452,0.006545903976459865,3.98112423211275e-05,0.0,0.0,3.6886006903215666e-06,0.0,0.0,6.477452367664969e-05,0.0,3.943133828291933e-05,0.00012168832526415416,0.0004363186876984632,3.981824238190336e-05,0.0,0.0,0.00011194841567874076,0.0,0.0004463341192110262,1.054846579662658e-06,0.0,5.4126272237424915e-05,3.934010376960743e-06,4.329995785665635e-06,1.4540986793936905e-06,0.0015284208072557652,3.857112170861278e-05,0.0,0.0,0.00029373736015863634,0.0,1.996303083841707e-05
lcd display,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41667987497534e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaderboard,0.0,5.442296029172767e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1629448579211536e-24,0.0,0.0,0.0,0.0,0.0,0.0,6.2611546261247795e-24,3.2548509138054072e-25,0.0,0.0,0.0,0.0,0.0,0.0,3.803989323209723e-21,0.0,0.0,2.0112705365689302e-23,0.0,0.0,6.233829386450735e-22,0.0,1.4022802412498e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3207298219209656e-25,0.0,0.0,1.8638615338488894e-25,0.0,2.653572753113122e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
level cap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.561812377909739e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.451103539583913e-06,0.0,0.0,0.0,0.0
level editor,0.0,0.0,0.0,0.0,1.3575233061525524e-07,5.69716220472034e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.868424860504835e-24,0.0,0.0,0.0,0.0,2.835985741914223e-09,0.0,2.1206241367157872e-14,0.0,0.0,0.0,0.0,0.0,0.0,3.267185623939126e-09,2.6918991732911072e-25,0.0,0.0,1.7574048910915136e-09,0.0,0.0,0.0,0.0,0.0,1.1987350093694067e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399440348610526e-26,8.869201969851219e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.316469862820673e-09,0.0
level scaling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.238716454954246e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1156508441223727e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7181794533537013e-08,0.0
level select map,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11458735630571e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026966523676591e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0827607910210497e-22,0.0,6.335581094094742e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14385931667839e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
level selection,0.0,0.0,0.0,0.0,0.0,0.0,4.428487244639172e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.344641634405292e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.271252471012603e-09,0.0,3.6095126443083393e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.564647882727233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013405164662165892,0.0,0.0,0.0,2.653572753113122e-10,0.0,0.0,0.0,0.0,0.0,0.0,5.816650397974153e-17,0.0
level up,0.0,0.0,0.0,0.0,0.0,7.184116454219224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149206545800089e-25,0.0,0.0,4.41216109291735e-24,0.0,0.0,0.0,0.0,0.0,6.358027341858277e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0149698968863852e-23,0.0,0.0,0.0,3.140027506031616e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1599073690864357e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leveling,0.0,0.0,0.0,0.0,0.0,7.184116454219224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149206545800089e-25,0.0,0.0,4.41216109291735e-24,0.0,0.0,0.0,0.0,0.0,6.358027341858277e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0149698968863852e-23,0.0,0.0,0.0,3.140027506031616e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1599073690864357e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leveling up,0.0,0.0,0.0,0.00014298481500403827,0.0,7.184116454219263e-05,0.0,1.7572363686732982e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001363047691814204,0.0,0.0,4.2663489056658326e-11,0.0,2.681916750375961e-09,0.0,0.0,6.803874791531897e-17,1.6885450370469795e-12,0.0,0.0,7.571141747577463e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5023900116841444e-14,6.561812377909739e-11,0.0,0.0,3.140027506031616e-25,0.0,0.0,0.0,8.718551379420644e-05,0.0,0.0,0.0,5.625605138606146e-16,2.1599073690864357e-24,0.0,0.0,7.938052594743829e-08,0.00011599019226817015,0.0,9.451103539583913e-06,0.0,0.0,3.3530780399795927e-16,8.935753145550479e-07
levitation,0.0,0.0,0.0,0.0,0.0,0.0,8.305996598198822e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lgbtq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.646436788050847e-17,0.0,2.3884323043291854e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.342197818939641e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.680033248977323e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lgbtq+,0.0,0.0,0.0,0.0,0.0,0.0,6.323896282394162e-13,3.926636929586326e-11,0.0,0.0,0.0,0.0,0.0,4.025957588977494e-11,0.0,1.2497169956232135e-25,0.0,0.0,0.0,0.0,0.0,1.6658930480662123e-12,0.0,0.0,0.0,0.0,0.0,0.0,2.817147084525596e-12,0.0,0.0,0.0,4.822742841062292e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2799444169854182e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liberation,0.0,0.0,0.0,0.0,0.0,0.0,8.305996598198822e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
library,0.0,0.0,0.0,0.0,0.0,0.0017895944520911597,7.252962844627435e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9683254356985037e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7354977157949302e-05,0.0,0.0,1.255092906336033e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
