tag,Yuzuki Choco,Shiranui Flare,Amane Kanata,Himemori Luna,Robocosan,Takanashi Kiara,Regis Altare,Nekomata Okayu,Ninomae Ina'nis,La+ Darknesss,Nakiri Ayame,Hakos Baelz,Hanasaki Miyabi,Moona Hoshinova,Omaru Polka,Usada Pekora,Yatogami Fuma,Kaela Kovalskia,Mori Calliope,Tokoyami Towa,Hakui Koyori,Axel Syrios,Yukihana Lamy,Shirakami Fubuki,Oozora Subaru,Kazama Iroha,Airani Iofifteen,Tsunomaki Watame,Kureiji Ollie,Ouro Kronii,Aragami Oga,Kanade Izuru,Pavolia Reine,Utsugi Uyu,Kobo Kanaeru,IRyS,Inugami Korone,Yukoku Roberu,Houshou Marine,Arurandeisu,Aki Rosenthal,Astel Leda,Hoshimachi Suisei,Momosuzu Nene,Vestia Zeta,Anya Melfissa,Sakura Miko,Takane Lui,Shishiro Botan,Ookami Mio,Ayunda Risu,Rikka,Shirogane Noel,Minase Rio,Kishido Temma,Kageyama Shien,Natsuiro Matsuri,Tokino Sora,AZKi
dating sim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75687758957052e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004236374301955584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dating simulation,0.0,0.0,0.0,1.510406091737706e-13,8.531593201314272e-06,6.463578546869708e-15,0.0,9.579870176516568e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.0286323262127793e-07,0.0,0.0,0.0,1.2816821589808027e-10,0.00012602187214479175,7.099176692432378e-05,0.0,0.0,0.0,0.0,0.0,3.756877700196302e-05,0.0,9.324047420729218e-15,0.0,0.0,0.0016854403080993278,0.0,0.0,0.0,1.3200851823892187e-17,0.0,0.0,0.004236374301955584,0.000575834676727577,0.0,7.162251785466729e-07,0.0,0.0,8.748771579127896e-14,0.0,0.0,0.0,1.9193175595761458e-17,8.328300033380328e-06,0.0,0.0,0.0,0.0,4.452859251932746e-05,0.0,0.0,8.14894837778006e-07,0.0
david cage,0.0,0.0,0.0024681186366139656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1949143025557781e-12,0.0,0.0,0.0,2.633049013425456e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7070734083885342e-11,0.0,0.0,1.7127820969601343e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day one patch,0.0,0.0,0.0,1.561642687547047e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001363047691814204,0.0,0.0,0.0,0.0,6.919365044595441e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.937629149903537e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day-based narrative,0.0,0.0,0.0,0.0,0.0,6.132205508482687e-20,0.0,3.926636929586326e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2497169956232135e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822742841062292e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.328300033380328e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day/night cycle,0.0,0.00011113339168559071,0.0,1.510406091737706e-13,9.676769181738908e-05,7.184124992989093e-05,5.239630413899525e-12,0.00010592984562965352,0.0,9.853505617624368e-06,0.0001867824916186602,0.0,2.45389663754531e-22,3.252273037999258e-05,6.809348052635274e-05,9.230566983428924e-18,1.6266462588408684e-12,0.007408165839486252,1.4882411607106969e-10,0.00029092504680356394,2.821841325562331e-05,0.0034455912268408157,0.0,0.008443317225130545,3.052914365105098e-05,0.0,3.797036593199144e-09,0.00013629394654447432,9.324047420729218e-15,1.1674937990963882e-06,1.5109232485250946e-11,0.009650220584703655,1.3680071535537609e-09,4.4238566680402633e-13,0.0,1.3200861973591156e-17,4.406280470189037e-05,2.9820114599674577e-13,9.49775414113154e-17,0.0005952302275672965,5.2474860927997293e-14,7.162252092359496e-07,4.7347717834478836e-12,0.0,0.0015662901889047082,6.044799861152557e-07,0.00016444130082789513,7.320883505503721e-05,0.00014008079814165422,0.0006480096861214846,0.014801814012080068,6.885161690964046e-06,4.511585738313556e-18,8.73127215607973e-05,0.0007113748993117529,0.0024173537159855826,0.0,8.14894837778006e-07,0.0
death,0.0,0.007481758677183936,0.005346324025018821,0.0024617466477637314,6.144043506971419e-23,0.0016432219803800745,4.085989007837735e-11,3.926636929586326e-11,0.0028813332096813706,0.0,0.0,2.20867819283573e-05,0.006356038820797263,1.0887252472372404e-08,0.0,1.6071974644997689e-06,2.1229904544648745e-09,8.677612702047167e-16,0.008481948375727277,2.4255457957444627e-10,1.1087304620763558e-12,2.5472881526001963e-11,0.0,1.409917658604962e-11,6.358027341858277e-22,0.0,3.795930335374425e-09,0.0,0.0,2.5982033493662034e-06,0.0,1.0760102066328642e-08,1.3680071535543842e-09,3.5088770899417136e-20,5.8860746694917414e-15,1.059827985209013e-05,0.010141058689368715,2.3770587315249834e-22,9.495862103487501e-17,0.00948799975940613,0.008471923921356398,7.646543145773129e-19,2.3083723148595274e-13,0.0,2.7487392843704934e-07,1.972898617350505e-17,1.7064906236277367e-18,2.1421791732365012e-23,0.0037013996116955763,0.0,9.73674566028321e-10,0.010246589929823299,0.010672461014907654,2.475882650958436e-18,0.000621781605597502,0.0,1.6290549167742903e-22,0.0,0.0
death match,0.0,0.0,0.0,1.5026109866498463e-11,0.0,0.0,3.631296620349243e-11,0.0,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,0.0,2.1229904544648745e-09,0.0,4.508338085899226e-13,2.4250894146813625e-10,0.0,2.133526515740085e-11,0.0,1.4079653667256999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8860732672115e-15,1.961224483386312e-11,0.0,0.0,0.0,3.698917679661864e-11,0.0,7.646543145773129e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deck-building,0.0,0.0,0.0,3.9460489427370666e-17,0.0,1.2627879501584817e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5594809604978536e-08,0.0,6.732056273873366e-16,0.0,2.6603481449865655e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.761640762528624e-23,0.0,0.0,0.0,0.0,1.1112922466462637e-18,0.0,7.546119436912427e-16,0.0,0.0,0.0,0.0,0.0,0.00013443325328529182,0.0,0.0,1.0846842613639069e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deckbuilder,0.0,0.0,0.0,3.9460489427370666e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.732056273873366e-16,0.0,2.6603481449865655e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1112922466462637e-18,0.0,7.546119436912427e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17015927394797e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dedicated servers,0.0,0.0,0.0,1.5026109866498463e-11,0.0,5.69716220472034e-12,3.6314127463587706e-11,0.0,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,0.0,2.1229904544648745e-09,0.0,4.508338085899226e-13,2.4250894146813625e-10,0.0,2.133526515740085e-11,0.0,1.4079653667256999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.161403387984002e-12,0.0,5.8860732672115e-15,1.961224483386312e-11,0.0,0.0,0.0,3.698917679661864e-11,0.0,7.646543145773129e-19,0.0,0.0,1.0126226694893581e-11,2.2627443159843386e-12,0.0,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003445591224552996,0.0,0.008389169394313029,0.0,0.0,0.0,0.0,0.0,3.571250091486392e-13,0.0,0.007964769516471763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007354812867006118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
defense,0.0,0.0,0.0,0.0001429848149883434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.266348905665391e-11,0.0,2.122199594414609e-18,0.0,0.0,4.8860574869132935e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5023900106691745e-14,0.0,0.0,0.0,2.3497446956271e-07,0.0,0.0,0.0,8.718551379420644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011599019226817015,0.0,0.0,0.0,0.0,3.3530780399795927e-16,8.935753145550479e-07
deliberately retro,0.0,0.0,0.0,1.510406091737706e-13,8.531593201314272e-06,6.463578546869708e-15,4.527681840832628e-12,9.579870176516568e-15,0.0,0.0,0.0,0.0,2.45389663754531e-22,0.0,4.0286323262127793e-07,9.229920745454586e-18,0.0,2.573246991055165e-19,1.2816821589809493e-10,0.00012602187219042986,0.0,0.0,0.0,0.0,0.0,0.0,1.1062578247197115e-12,0.0,9.324075013987788e-15,0.0,0.0,0.001685451068201394,0.0,0.0,1.989930384391118e-21,1.3200851823892187e-17,0.0,0.0,9.495862103487501e-17,0.000575834676727577,0.0,7.162251785466729e-07,0.0,0.0,8.748771579127896e-14,0.0,0.0,0.0,1.919317561747249e-17,0.0,0.0,0.0,4.509995233632e-18,0.0,3.645692808685161e-05,0.0,0.0,8.14894837778006e-07,0.0
delivery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.003302806404185e-07,0.0,0.0,3.9800564851854035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37525109333238e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.716946859957976e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955814296883762e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.719725456293905e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01230317423657113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7585161599324915e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6918991732911072e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399440348610526e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demon hunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004236374301955584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demon invasion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004236374301955584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6918991732911072e-25,4.371003992017714e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004236374301955584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399440348610526e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242257636321027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6810046373248524e-21,0.0,0.0,0.0,3.8778738076170995e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2799444169854182e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6081967094450862e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
descendants of other characters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.691120558566345e-15,0.0,0.0,3.571250091486392e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.564647882727229e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desert,0.0,0.003636846937179207,0.00133020751716638,0.0,0.0005252421849818711,7.960227931703019e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.5741739279801653e-05,0.0,0.004531217167287224,4.1528728812906906e-06,0.01896393884617849,0.0009532973816510838,0.0,9.309447134854938e-06,3.8961107754943906e-05,1.201143653741395e-05,8.249518249870633e-05,0.0028821705669139514,5.007524934395011e-07,0.0,0.0,0.0005065395857014452,0.006545903976459865,3.98112423211275e-05,0.0,0.0,3.6886006903215666e-06,0.0,0.0,6.477452367664969e-05,0.0,3.943133828291933e-05,0.00012168832526415416,0.0004363186876984632,3.981824238190336e-05,0.0,0.0,0.00011194841567874076,0.0,0.0004463341192110262,1.054846579662658e-06,0.0,5.4126272237424915e-05,3.934010376960743e-06,4.329995785665635e-06,1.4540986793936905e-06,0.0015284208072557652,3.857112170861278e-05,0.0,0.0,0.00029373736015863634,0.0,1.996303083841707e-05
destruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6918991732911072e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399440348610526e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
detective,0.0,0.0,0.0,0.0,3.855915729064848e-24,7.184116454219224e-05,3.516494097813428e-20,0.0,4.5473222860708395e-14,0.0,0.0,0.0,8.32682475875852e-06,0.0,8.454381385490735e-08,4.149206545800089e-25,0.0,0.01606879268342689,7.652076738626955e-22,0.003232560108517116,6.562989328472251e-21,4.953136305972639e-08,2.5020272046838225e-19,1.6998042529112334e-08,3.6212173569521787e-17,0.0,0.008744439372884022,0.0,1.637052792166569e-19,0.00899856185104903,0.00010467450852168407,5.56544626184059e-08,0.019968483765268476,1.5766401080381658e-20,1.1650347418850146e-19,0.01438078288315844,0.0,0.0005820843032086027,0.0,5.489680580989897e-09,0.0,0.0,0.0,0.0,0.0,2.4844146675830225e-18,0.0,2.4049585484533963e-21,1.1839940618063758e-23,7.015313346751922e-17,2.2015526392466226e-23,0.0,0.0,7.258486447471923e-06,0.0,0.03804747222561562,0.0,0.0008763982431830719,0.0
detective mode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.562989328472251e-21,0.0,2.5020272046838225e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.198899524695576e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.242289117660329e-06,0.0,0.0,0.0,0.0,0.0
developed by one person,0.0,2.0386680683923713e-26,2.1597661881609033e-24,1.0835758679423918e-25,1.1143229871744281e-08,2.3210833757405314e-25,0.0,0.0,6.693788000830374e-11,1.034956054117229e-24,0.0,9.915430881777443e-25,5.5371831983002154e-08,1.1347007976797539e-24,2.6065685291247775e-10,1.0618318112117441e-20,2.0992960649608515e-24,0.0,1.4724824326237828e-25,0.0,0.0004294896073469594,4.796340780509912e-07,0.0,1.050529171046847e-25,6.031100757672238e-26,6.4829263058648985e-22,9.730740946133973e-25,1.0415788348916477e-07,1.0252477078196535e-25,6.858582537336493e-14,0.0,0.0,2.5921892934011407e-25,0.0,3.6635771276155705e-25,1.363316743041781e-24,0.0,1.819881888541926e-23,9.030248006930136e-25,4.3033991132254673e-26,3.1673149033525304e-24,5.274568781901278e-07,5.570939808212423e-25,8.775720365726069e-24,0.0,0.0,2.2738876441234873e-13,5.699954160605354e-26,0.0,2.1182071354278342e-07,0.0,2.0506284534605114e-26,3.769629951803638e-26,2.373468145629891e-21,0.0,5.729482147919324e-25,2.216114240189985e-25,4.410510313067685e-26,0.005007354199803349
developer commentary,0.0,0.0,0.0,0.0,0.0,5.69716220472034e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.564647882727229e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
developer voice acting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017562082717026079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.057885796503249e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development hell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.691120558566345e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diary pages,0.0,0.0,0.0,4.1284771977031427e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.673794230900732e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375570913688787e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6814578109777285e-14,0.0,0.0,0.0,4.564647882727229e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89227286557814e-12,0.0,0.0,0.0,0.0
die and retry,1.192152871230151e-15,3.6560987399274257e-16,9.884231998090365e-17,2.7456248426135822e-12,5.322170586228885e-13,1.593461843368853e-17,0.0013750424297449015,0.0,8.091009266931717e-17,0.0,0.0,2.262663252130888e-14,1.7070244386613855e-17,2.287622400155472e-10,2.6541654331036156e-17,9.87070918396358e-17,2.0221981847989012e-09,1.3539925216929852e-09,5.832289149703405e-15,0.0,8.79769045775106e-15,0.0062666027226301576,0.0,6.827957712434441e-16,2.202025879353806e-18,0.0,1.9919335256816472e-11,2.5007447872384147e-17,2.9106035621684336e-11,1.6345282751633722e-17,0.0,3.816057226360137e-11,7.82713932799513e-12,3.699351247373892e-13,2.287652994021616e-14,4.522867480533584e-15,3.139904253342342e-16,2.1232298242966162e-17,0.0,0.0005419309313864821,0.0027991424419054685,1.1260806038342902e-13,0.0,0.0,3.3620407755458766e-11,9.959111883816967e-05,2.539155021966833e-17,2.8996997665835164e-16,3.875035322044256e-18,0.0,5.109426167435567e-12,0.0,0.0,0.0,2.7573198927494685e-13,6.075496189386848e-09,0.0,0.0,3.519101590085846e-16
difficult,0.0,0.007481758677183936,0.005346324025018821,0.002452731821017951,6.144043506971419e-23,0.0015713808158378819,2.0102317811719557e-14,3.422409326002973e-23,0.002881333209738371,0.0,0.0,3.1914839913421275e-12,5.36782843579375e-06,1.0887252472372404e-08,0.0,0.001364654889278695,0.0,0.0,0.008489293754467941,2.1206241367157872e-14,1.1086726937789312e-12,4.0180644722713426e-14,0.0,0.0,0.0,0.0,1.433436473920297e-08,5.351050899508826e-14,4.803417171350779e-07,2.598322150344945e-06,2.4469915791154026e-21,0.0,0.018098246541203025,3.5088770899417136e-20,0.0,1.0598260239845297e-05,0.010141011885808281,0.0,0.0,0.00948799972241726,0.008471923921356398,0.0,0.0,0.0,2.748739288134444e-07,3.6134898639474806e-19,0.013405164662165892,0.0,3.58979553586873e-06,0.0,8.697126390480006e-05,0.010246669306114798,0.010672461014907651,0.0,0.0005758735739710666,0.0,0.0,2.316469920987177e-09,0.0
difficulty achievement,0.0,0.0,0.0,8.973541989420026e-06,0.0,0.0,3.631296620349243e-11,0.0,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,0.0,2.1229904544648745e-09,8.675346193616529e-16,4.5083380863855857e-13,2.4250894146813625e-10,0.0,2.543270088127925e-11,0.0,1.409917658604962e-11,0.0,0.0,0.0,0.0,0.0,4.1923390874336374e-17,0.0,0.0,0.0,0.0,5.8860732672115e-15,1.961224483398074e-11,0.0,0.0,0.0,3.698917679661864e-11,1.1752708437564952e-22,7.646543145773129e-19,2.3083723148595274e-13,0.0,0.0,1.972898617350505e-17,1.7064906236277367e-18,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,2.475882650958436e-18,0.0,0.0,1.6290549167742903e-22,0.0,0.0
difficulty level,0.0,5.442296029172767e-19,0.0,1.5026109866498463e-11,0.0,3.0611382002644693e-19,3.6312966203492507e-11,3.926636929586326e-11,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,4.106648239216428e-21,2.1229904544648745e-09,0.0,4.508338282173586e-13,2.4250894146813625e-10,0.0,2.133526515740085e-11,0.0,1.4079653667256999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822742847296121e-13,0.0,5.8860746694917414e-15,1.961224483386312e-11,0.0,0.0,0.0,3.698917679661864e-11,0.0,7.646543145773129e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digging,0.0,0.0,0.0,0.0,0.0,0.0017895944587103178,7.252962844627435e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.5836798486624583e-24,0.0,0.0,0.0,1.1824835040075577e-23,0.0,0.0,0.0,2.9683254356985037e-06,0.0,0.0,0.0,0.0,0.0,5.154419177010799e-26,0.0,2.7354977157949302e-05,0.0,0.0,1.255092906336033e-06,0.0,2.2220718521207867e-25,0.0,2.76615465302347e-25,0.0,0.0,1.1797190309631865e-26,0.0,0.0,0.0,0.0,9.319575915621573e-25,1.8282708574651584e-25,0.0,8.088619977784188e-26,8.127804661708577e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital distribution,0.0,0.00011113339168559071,4.5441733877868164e-18,9.015147450337785e-06,0.000815349246657383,4.3913367047350093e-08,4.084067675476976e-11,1.0950696291631875e-10,1.1547199283075683e-06,0.0,0.0,2.208678192863561e-05,0.006350670992361469,0.0007898822054436317,9.613890638281809e-12,0.0013630845182171008,2.1229904544648745e-09,0.007408165840924643,0.007614679058616174,2.425545925368202e-10,1.5022448733506304e-06,6.820774148386034e-07,0.00033491655903151774,2.011703080010193e-11,4.98170191158207e-05,7.164523583027284e-22,0.00026406894808573054,2.6918991732911072e-25,9.965047048841474e-15,0.03634629171508184,1.0617669570700054e-07,1.0760102066328642e-08,1.3680415376459753e-09,3.861525285440915e-20,7.016493100560111e-15,1.982163057687969e-11,4.276696868739417e-05,1.489579407910176e-16,9.495862103487501e-17,0.00398188878059886,1.1752708437564952e-22,7.646562247222726e-19,2.3083723148595274e-13,7.950289768654137e-08,0.0015662901888651858,6.044891018000188e-07,0.00010558048687683422,2.0921751318591976e-23,0.003697810024473221,0.0004325333173445667,0.007514733945937839,7.937629149903537e-08,0.0106708924381914,0.009618014913818545,0.0007208388444788126,8.487760284811705e-21,1.6290549167742903e-22,0.0013064502146118027,8.202454821462833e-16
