tag,Tokoyami Towa,Mori Calliope,Takane Lui,Ookami Mio,Kageyama Shien,Hakos Baelz,Hoshimachi Suisei,Vestia Zeta,Rikka,Yatogami Fuma,Ayunda Risu,Kazama Iroha,Nakiri Ayame,Tsunomaki Watame,Shiranui Flare,Kishido Temma,Kobo Kanaeru,Astel Leda,Minase Rio,Ninomae Ina'nis,Himemori Luna,Axel Syrios,Inugami Korone,Kanade Izuru,Momosuzu Nene,Hakui Koyori,Pavolia Reine,Moona Hoshinova,Takanashi Kiara,Yuzuki Choco,Shirogane Noel,Oozora Subaru,Shishiro Botan,Nekomata Okayu,Robocosan,Sakura Miko,Anya Melfissa,Aki Rosenthal,Aragami Oga,IRyS,Amane Kanata,Ouro Kronii,Yukoku Roberu,Airani Iofifteen,Yukihana Lamy,Usada Pekora,Arurandeisu,Natsuiro Matsuri,Regis Altare,Shirakami Fubuki,Houshou Marine,Utsugi Uyu,Kaela Kovalskia,Kureiji Ollie,AZKi,Omaru Polka,Tokino Sora,Hanasaki Miyabi,La+ Darknesss
2d-платформер,0.0,4.045243650346925e-16,0.0,0.0,2.9096860524605272e-06,2.867894139032704e-09,0.0,9.312528584173119e-16,4.1691092364369313e-19,6.655759219288319e-15,0.0001494302394509887,0.0,0.0,1.2658788133982892e-13,0.0,0.0,8.206041314329766e-16,1.8567774049522751e-13,4.768426496633867e-08,0.0,0.0,1.5635783184133264e-05,1.2856249035866146e-16,7.595700432114648e-08,0.0,0.0,0.020974825803859884,1.9657856112103927e-24,3.264410751786107e-09,0.0,0.0,0.0,1.2918586592303874e-16,3.5298737225853615e-19,0.0,4.074770835246415e-11,5.398209660752497e-16,0.0,7.731273268182806e-05,4.004366972323815e-16,0.0,7.88240022100228e-11,0.0008698473060153528,0.0,0.0,1.4119604565724233e-11,2.7122031653695605e-11,0.0,2.354518959666111e-16,6.218398182337993e-20,0.0,1.2427419298864285e-11,1.4079142732097281e-09,6.255084307639172e-07,0.0,8.744163112796629e-08,0.0009909622611701948,1.4722360581619793e-05,0.0
2d-файтинг,0.0,1.1491146329643281e-22,0.0,0.0,0.0,8.704553652612439e-23,1.3288713092470775e-22,9.43091138251493e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.962840063378531e-14,0.0,0.0,1.1895507241394992e-22,0.0,5.676643147409683e-23,3.1439887261557414e-22,9.870152986772762e-23,4.0115649602616256e-22,1.181381947118713e-22,0.0,0.0,4.8736524218652965e-23,3.0776848844500423e-23,2.924689943667172e-23,3.1471835334991406e-23,5.133746049152308e-23,0.0,4.2761313861170994e-23,1.0161403268503663e-11,3.878626746379007e-23,0.0,9.446587545474827e-23,0.0,4.2986829408287126e-23,0.0,2.2048771947473623e-21,2.0196646172556142e-13,0.0,0.0,2.9476160956946037e-23,7.535097208163503e-23,0.0,8.55420039053965e-22,1.9765459493637444e-19,0.0,0.0,3.079771314463137e-23,0.0,2.099094849995929e-06
3d,0.011356353036859156,0.002698320028849341,0.06731176794905444,0.00047330867292782775,0.01059673039020988,0.055097597722708815,0.061418013078975334,0.00613043902466882,0.03629247523837182,0.026887591392200993,0.00020088307134083012,0.08762266846683225,0.03792130999632667,0.07373010812908164,0.0465600442968841,0.009867875827778629,0.024360191177872532,0.006404654775789555,0.08107136510470624,0.005420706050904059,0.06443925859727334,0.004163275278990889,0.03636437181038887,0.006177454439000601,0.09141680759756157,0.07327812792505912,0.0004140247396246486,0.00795025235886809,0.03564576827087971,0.04403981389698459,0.008428443015094517,0.09924469878517153,0.03888749675404567,0.07846109381793197,0.0009044965779988736,0.06363841926917162,0.04534559052534149,0.03160726306964493,0.028332538152438514,0.009810086358824454,0.05046075752118593,0.03471630484986975,0.047129214189049154,0.014664669428059007,0.05704659354647034,0.06981446549285528,0.03299788317893628,0.04544103506115882,0.06449292954587191,0.030586791958545995,0.025120815410443132,0.0875947521886557,0.04523269086754557,0.03488447737411418,0.04507823313109904,0.0528947245345052,0.022475873177620648,0.022979722265526022,0.06276067920971959
3d fighter,0.0,0.0,0.0,0.0,4.5336752357151066e-18,0.0,0.0,0.0010786098484509797,0.0,0.007585331924861576,0.00017361316909324552,0.0,0.0,2.5285532951497563e-17,0.0,0.002458360721656216,0.024281726407147427,0.0,0.0014480802963851636,6.353931410299227e-19,0.0,0.0,0.0,0.0,6.544367682152689e-20,1.7690240066023068e-20,6.692226117414085e-24,0.006498718571949353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.829340627656267e-20,4.0545913127735785e-23,0.0,0.00019115526267375033,0.0,0.0,2.1649293606474815e-14,1.0757794585867676e-12,0.005185492675120166,4.292745710366254e-19,0.0,6.297735286574863e-08,4.695751054174859e-25,0.0,0.0,0.0,0.0022138248377847,4.526129399635813e-15,0.00025669877216413675,1.59403422605208e-14,0.0,4.0091351864111106e-19,1.5093658337970486e-18,0.0
3d platformer,1.1757540322424572e-05,4.065178706904617e-07,1.1061204010565635e-11,0.00030937824441892175,1.656323136416365e-11,3.9447141688371544e-13,1.104604629147e-12,2.882239103201391e-07,1.2426333718804133e-15,6.61596700394434e-08,4.818007583767002e-12,2.0695967183842237e-12,6.559483946224159e-12,6.110280775835227e-08,2.108873208910762e-05,0.0,2.4507512032390484e-08,2.2737433554693734e-14,1.0237035233433499e-13,0.0002612473166783499,5.481751091770725e-13,9.617967354100922e-14,2.2850214575655613e-06,0.0,0.0001711294142268937,5.257835568304438e-08,5.498840190398524e-06,8.764841877279553e-12,6.064056785202829e-07,6.127470896273798e-08,5.917881334494676e-08,4.3136832069574986e-09,4.450871635355809e-08,1.7064494171271943e-08,4.960112691539894e-13,8.290064039844593e-07,0.00020672352318691878,7.202077641762486e-11,0.0,1.1599222094922572e-13,1.3941043651828004e-12,1.718057339294785e-05,2.921049721616163e-07,7.261123158751744e-11,1.244481450576407e-10,1.3981473540373941e-08,5.4507758473526784e-08,1.418686696605421e-09,3.770950568155506e-22,2.9798537693425007e-06,1.5141101353667632e-12,2.2315621706769297e-14,7.379006653511083e-05,4.961683367178782e-08,3.914495174012751e-08,2.6995637990287513e-08,3.678872231272924e-05,6.36466450105047e-06,0.005977713009151916
3d vision,0.0,1.5114241342275946e-22,0.0,0.0,0.0,0.0,3.5291749038036506e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.288898217876157e-18,0.0,2.556928897768873e-05,8.237391629058143e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1899852041980796e-18,4.20899269124984e-17,3.1066108901488213e-22,0.0,7.067318714274669e-23,0.0,3.254848636697336e-17,0.0,2.840894340766467e-15,0.0,0.0,0.0,2.971012458451997e-22,0.0,2.9479347925599185e-14,0.0,0.0,4.316531689224354e-16,0.0,0.0,0.0,0.0,0.0,0.0
3d-файтинг,0.0,0.0,0.0,0.0,4.5336752357151066e-18,0.0,0.0,0.0010786098484509797,0.0,0.007585331924861576,0.00017361316909324552,0.0,0.0,2.5285532951497563e-17,0.0,0.002458360721656216,0.024281726407147427,0.0,0.0014480802963851636,6.353931410299227e-19,0.0,0.0,0.0,0.0,6.544367682152689e-20,1.7690240066023068e-20,6.692226117414085e-24,0.006498718571949353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.829340627656267e-20,4.0545913127735785e-23,0.0,0.00019115526267375033,0.0,0.0,2.1649293606474815e-14,1.0757794585867676e-12,0.005185492675120166,4.292745710366254e-19,0.0,6.297735286574863e-08,4.695751054174859e-25,0.0,0.0,0.0,0.0022138248377847,4.526129399635813e-15,0.00025669877216413675,1.59403422605208e-14,0.0,4.0091351864111106e-19,1.5093658337970486e-18,0.0
3rd-person perspective,0.0,0.0,0.0,1.3539053532862303e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22320793519248e-14,0.0,0.0,0.0,0.0,3.220837306382893e-12,0.0,0.0,0.0,0.0,0.0,8.209452377976898e-10,0.0,0.0,0.0,6.192099150209046e-11,0.0,7.181746018749942e-05,0.0,0.0,0.006466189167697885,0.0,0.0,0.0,0.0,1.1626800695363338e-05,0.0,0.0,0.0,8.116557716138888e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0661749431738706e-06,0.0
4 giocatori divano,1.720993681375137e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.705344776946294e-17,1.8505215756503321e-06,0.0,0.0,0.0,0.0,2.447332301882801e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3188534312522434e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.119984428644526e-10,0.0,2.235481931041457e-23,0.0,0.0,0.0,0.0,0.0,1.3310849623763514e-17,0.0,0.0,0.0,0.0,0.0,0.0
4 player local,0.0033424716378899215,0.0,0.0,7.498775922445607e-16,1.7995616757989907e-08,0.0,1.9499901241992902e-13,0.0010786098484512712,0.0,0.007585331924861576,0.0,0.0,0.0,2.241270384669477e-09,0.0,0.002458360721656216,0.0,7.04591922580166e-26,0.001426761046717306,1.8505215756509676e-06,5.0131914057805455e-14,1.6193837698836468e-21,4.300219599400184e-15,7.275230764131823e-10,2.447332301883483e-07,1.0776810371291988e-14,1.9440147041374096e-10,0.0,1.937725202160833e-20,0.0,1.5824646991864814e-20,0.0,1.3188534312522434e-24,5.153325649683519e-10,0.0,0.0,1.8525121034468549e-09,0.0,0.00019115526267375033,0.0,0.0,2.1649293606474815e-14,0.0,0.0015017135722075964,7.119984428644526e-10,0.0,6.299100135504041e-08,0.0,0.0,4.281256364747362e-11,0.0,0.0022138248377847,2.366086996675528e-13,1.2296478350932517e-07,1.59403422605208e-14,0.0,4.0091351864111106e-19,1.5093727040446253e-18,4.9111406576870435e-06
4x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012119429244266034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009372988876509485,0.0,0.0,0.0,0.0
6dof,0.0,0.0,9.502192273520404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65667817944026e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7565962635378045e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abstract,0.0,0.0,0.0,1.2151578602063637e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.104854003968241e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0747708043370886e-11,4.356690874103531e-11,0.0,0.0,9.098105933064302e-24,0.0,3.395285097028883e-14,0.0,2.8915046565990993e-05,0.0,1.3617118845134165e-11,2.712203164887156e-11,1.0873381048951369e-20,0.0,0.0,0.0,1.2426716147851809e-11,9.276183890075223e-10,0.0,0.0,0.0,1.734469526883501e-07,0.0,0.0
achievement di steam,0.0,0.0,1.0597043315639776e-23,1.4405849137159177e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934743135026902e-10,1.8528826291023427e-24,0.0,0.0,0.0,0.0,0.0004604545736837143,0.0,0.00042090766304962507,0.0,0.0,1.762383702999653e-23,0.0,0.0,0.0,2.3270867557778647e-25,0.000340437335708742,0.0,6.992410195771028e-25,6.608307815351266e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.201103920636231e-24,0.0,4.0237401078785176e-24,0.0,4.2344495785714005e-25,0.0,0.0,0.0,0.0,0.0,2.1968679048633526e-25,0.0,4.7722003424132516e-24,0.0
achievements,0.021317651425445963,0.0,0.012531640682403549,6.240531133862835e-24,0.0,0.014785376949860216,0.0,0.01992794528215006,0.000986305814255286,0.0,9.228903242397658e-12,0.0,0.0,0.002233662263060191,0.0003846411758782116,0.0,2.659730908720248e-15,0.0,0.0,0.01742162504356586,0.0,0.0,0.0,0.0,0.0,4.2674927285651805e-17,0.006553778853960358,0.0,0.005040816777421556,0.0,0.0,0.0,0.0021651200138630114,0.0013119133091806677,0.0,0.0,0.010551485646455638,0.0,0.0,0.0,0.0,0.0,0.0,4.589921032025002e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acquisti dallapplicazione,0.0,0.0,1.0597043315639776e-23,1.4405849137159177e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934743135026902e-10,1.8528826291023427e-24,0.0,0.0,0.0,0.0,0.0004604545736837143,0.0,0.00042090766304962507,0.0,0.0,1.762383702999653e-23,0.0,0.0,0.0,2.3270867557778647e-25,0.000340437335708742,0.0,6.992410195771028e-25,6.608307815351266e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.201103920636231e-24,0.0,4.0237401078785176e-24,0.0,4.2344495785714005e-25,0.0,0.0,0.0,0.0,0.0,2.1968679048633526e-25,0.0,4.7722003424132516e-24,0.0
action roguelike,0.001464730292300296,1.7353992483556647e-07,0.003608994193154128,0.03388480654417346,0.0003737497742295857,2.9338962075975172e-06,0.029588705415526058,1.7289891947384694e-11,0.002570488540697656,0.026528291806506652,7.562989174028474e-06,0.008074426115603925,0.036937541464243086,0.015010905288457426,0.012979289290868943,0.009021065747785627,2.2134010222183015e-12,1.8765102904713732e-05,0.0063298279635765715,0.00011067068314109963,0.0033122036955925706,0.004020703638186596,0.0002794456369421166,0.002185011519872074,0.0003712781425270827,0.000266945917014011,9.416114362441215e-06,1.0297955564654362e-06,3.784945767958301e-05,0.04091273577645625,0.007966323298500383,2.5331150646588167e-06,0.00016762081715753418,5.417138143235756e-06,0.0008237696764911934,1.250522504112587e-05,0.0009545211603744771,0.0027738973466882783,1.4305720010127277e-13,5.256022254483682e-05,0.0036317728875153318,3.254697136994424e-05,0.01717767027880438,0.0015017135722159793,0.0001578692859043169,2.2699926955675016e-05,0.0038213400495815085,0.008499703398604765,0.002516427994249841,0.021181268468153942,0.025113187614549868,0.0015709383693959628,0.0005120345300600697,0.008591733289960114,0.006638447229137151,0.028401360455988022,0.031291164282812485,0.022928310930146766,2.1045282252508425e-07
action rpg,0.0,0.002695165619909743,0.002703664523928904,1.9828468646428413e-06,0.002801399366434461,0.0031201805588770564,0.0,5.1373683449709887e-20,0.03369947393047356,3.025987512023613e-15,0.00017361316910656925,0.0,0.0005530239861435849,2.457663977526502e-06,0.014671242298080782,0.0007989219689661719,0.024281726516494857,5.621495261998673e-16,1.1521299640457255e-15,0.004617543399686242,0.006989743391262963,1.3675080595244957e-06,0.022235449652424168,7.889019304637618e-05,0.00042090766304962507,1.7423172749548192e-11,0.019010333700634048,0.0064987185721893,0.003679941723372028,0.0,1.2732304683252187e-05,4.863199166208529e-20,0.0005294568766315986,1.5360925579643542e-06,0.0007010374824866281,2.1327230570692155e-12,0.00028680063718767413,0.02239396242527183,0.015569762194798878,0.0010616198516508132,0.014246631340116871,2.017299498170664e-06,2.0998204319629461e-19,0.0051854926751344985,1.1678334259320751e-07,5.744458589799282e-06,0.022219725396889496,9.002850975941592e-06,6.892770898856071e-06,4.6828505288355157e-07,0.0,7.20675667806358e-14,1.3744379621671154e-11,0.0002565766303655923,0.0,5.1311551356737614e-05,0.02704133613183775,9.533159265920363e-06,1.2830775229328795e-09
action rts,0.0,0.0,0.0,0.0,6.31364590441359e-10,0.0,0.0,0.0,2.4766130669004038e-11,0.0,0.0,0.0,0.0,7.47928172364408e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7042627931625648e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5854071802430263e-09,0.0,0.0,0.0,2.681952782679145e-10,0.0,6.144089921674058e-11,0.0,3.312692426283924e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1299243691251516e-10,0.0
action-adventure,3.3906983424750267e-10,4.4144093263220364e-07,2.728320853034749e-09,0.017758925186411256,6.498064648245823e-07,0.0031121996827004053,1.8187540488652575e-08,0.007441084815735404,0.0025889212350620194,0.007944960164440006,0.0006006339764338613,1.1070921337341556e-12,1.820326495024942e-19,5.38443841046283e-06,2.1287323489209332e-05,0.002539076608527395,0.024281765557921192,6.788372289588656e-05,0.0015729090280044145,1.9489124893038254e-13,0.003735142162639739,0.012719803558502532,0.0005140828298675416,0.0002875151140407836,0.0005920359485149493,0.00019135510613258258,0.019781833633040792,0.011515351354527218,8.511688620968481e-07,3.2525088828682957e-07,1.406195621177337e-13,3.081448864547974e-07,0.0003663309460380097,0.0023904622993781996,4.055103794298588e-05,1.1834272960630367e-06,0.0007085730187023357,0.010627789457781391,0.028523691818545336,0.021710010683557695,0.006471045411616518,0.02422050497281136,2.992871152774598e-07,0.005185493139195118,1.2381440723941342e-10,1.1651267100763296e-05,0.0031402477945665936,6.320831542089861e-06,0.006924832772274767,4.280542647537464e-06,0.0,0.002281498755473597,0.01562905409019265,0.00025672144210049853,1.342063720110143e-07,1.8974312606792232e-07,3.6786352098407325e-05,7.446004467003609e-05,0.0059525863274476785
adjustable difficulty,0.0,0.0,0.0,0.0,0.0,0.003112182451883431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.320480705321354e-06,0.0,0.0,0.0,0.0,0.0,2.811306996491324e-07,0.0,0.0,0.0,2.5194374083675362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.991774835571445e-05,0.0,0.0,0.0,0.0,0.0,0.0
